year,consGD
1916,0.261023945107524
1916,0.260564366675645
1916,0.259737268069346
1916,0.258867268846314
1916,0.255750540571653
1916,0.247242317958823
1916,0.238102862820291
1916,0.23315888197209
1916,0.23515507690301
1916,0.239111503631568
1916,0.243140758593041
1916,0.245509454093069
1916,0.24746933780784
1916,0.249828489475317
1916,0.251199913162708
1916,0.25235637652685
1916,0.253990413949657
1916,0.256312162322769
1916,0.257855409905474
1916,0.259480856412727
1916,0.262828311072698
1916,0.267214653939281
1916,0.272400426279315
1916,0.27778523874824
1916,0.288213516854152
1916,0.298934171526122
1916,0.306622374312083
1916,0.311389946482722
1916,0.314223458870059
1916,0.314745488036897
1916,0.317362521798207
1916,0.321253458436255
1916,0.325702917944587
1916,0.329747699722718
1916,0.334213152134763
1916,0.34054277401137
1916,0.347202514851367
1916,0.352739694843941
1916,0.357792043443728
1916,0.363040060603097
1916,0.367797269432888
1916,0.373263713744464
1916,0.382264733512275
1916,0.39446510927977
1916,0.409505081174243
1916,0.423514731681926
1916,0.437877529097353
1916,0.45056925385315
1916,0.459005026337844
1916,0.46527553217943
1916,0.474303933743185
1916,0.485318228355018
1916,0.49418218839974
1916,0.499067880043129
1916,0.502209586101648
1916,0.507178091746072
1916,0.51159119281511
1916,0.516154016060425
1916,0.523266495455642
1916,0.531288844928866
1916,0.540242749111202
1916,0.546319100501638
1916,0.547450972615007
1916,0.547404231571223
1916,0.547957090683115
1916,0.547913592656846
1916,0.546772435761507
1916,0.547315550986121
1916,0.548940747568878
1916,0.551729032278932
1916,0.556071417262675
1916,0.559387274525049
1916,0.558227172672869
1916,0.553981892587124
1916,0.550298947676764
1916,0.550060971556929
1916,0.5497479322447
1916,0.550668233886616
1916,0.552509278060463
1916,0.554568875662557
1916,0.557627371242903
1916,0.562270492459529
1916,0.567969968390913
1916,0.574915318247951
1916,0.585070075095058
1916,0.599120460271579
1916,0.615540020391373
1916,0.633395349880276
1916,0.652244969410382
1916,0.673994512473123
1916,0.699294260491462
1916,0.727238659479414
1916,0.761623565583029
1916,0.793220114566826
1916,0.821310467125381
1916,0.8503679240342
1916,0.888632223813819
1916,0.936829986674894
1916,0.990669044045057
1916,1.03871870935988
1917,0.272647039853794
1917,0.277321027100155
1917,0.28272363144957
1917,0.28753451381963
1917,0.291415948037963
1917,0.29365588577595
1917,0.294169889613122
1917,0.294440960826779
1917,0.296520166533306
1917,0.299952372116923
1917,0.304029905570202
1917,0.308403602624669
1917,0.313109406169574
1917,0.315995169427929
1917,0.316263712095076
1917,0.316528297879041
1917,0.316794709867376
1917,0.317960994945587
1917,0.322180270695575
1917,0.327715735728526
1917,0.333172231229147
1917,0.338284135084516
1917,0.344586074364269
1917,0.352619501664416
1917,0.36156165932741
1917,0.370276859847902
1917,0.375670983776835
1917,0.379709257211947
